state,answer_set,facility_name,age,count,n_respondents,pct_of_respondents,question_ids,biden_presidency_opinion,climate_change_effects,education,eligible_to_vote,facility_type,following_trump_stormy_daniels_trial,gender,independent_preference_for_dem_rep,kamala_opinion,kamala_record_familiarity,kamala_record_on_crime,labor_unions_opinion,likely_to_vote_in_november_election,party,people_with_convictions_should_vote,race,sentence_length,sentence_so_far_served,skills_for_politics,thought_to_november_election,trump_dictator_first_day_opinion,trump_punishment,us_ready_elect_woman_president,vote_impact_government_level,who_vote_for,who_vote_for_supplement
0_ALL_STATES,all-surveys,"Accommack County Jail, VA",36 - 45,6,13,0.46153846153846156,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Adam County, PA - Adult Correctional Complex",26 - 35,6,15,0.4,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Aiken County, SC",36 - 45,7,19,0.3684210526315789,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Alameda County-Santa Rita, CA",18 - 25,6,41,0.14634146341463414,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Alameda County-Santa Rita, CA",26 - 35,14,41,0.34146341463414637,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Alameda County-Santa Rita, CA",36 - 45,10,41,0.24390243902439024,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Alameda County-Santa Rita, CA",46 - 55,8,41,0.1951219512195122,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Albany County Correctional Facility, NY",18 - 25,21,88,0.23863636363636365,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Albany County Correctional Facility, NY",26 - 35,27,88,0.3068181818181818,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Albany County Correctional Facility, NY",36 - 45,31,88,0.3522727272727273,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Allegheny County Jail, PA",18 - 25,8,53,0.1509433962264151,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Allegheny County Jail, PA",26 - 35,21,53,0.39622641509433965,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Allegheny County Jail, PA",36 - 45,12,53,0.22641509433962265,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Allegheny County Jail, PA",46 - 55,7,53,0.1320754716981132,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Anne Arundel County, MD",36 - 45,7,20,0.35,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Anne Arundel County, MD",46 - 55,7,20,0.35,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Apache County Jail, AZ",18 - 25,7,22,0.3181818181818182,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Apache County Jail, AZ",36 - 45,7,22,0.3181818181818182,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Arlington County Detention Center, VA",18 - 25,7,33,0.21212121212121213,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Arlington County Detention Center, VA",26 - 35,14,33,0.42424242424242425,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Arlington County Detention Center, VA",36 - 45,8,33,0.24242424242424243,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Ashland County, OH ",36 - 45,7,17,0.4117647058823529,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Athens Clarke County Jail, GA",18 - 25,6,67,0.08955223880597014,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Athens Clarke County Jail, GA",26 - 35,18,67,0.26865671641791045,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Athens Clarke County Jail, GA",36 - 45,28,67,0.417910447761194,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Athens Clarke County Jail, GA",46 - 55,8,67,0.11940298507462686,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Atlantic County Justice Facility, NJ",36 - 45,6,13,0.46153846153846156,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Barnstable County Correctional Facility, MA",26 - 35,8,29,0.27586206896551724,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Barnstable County Correctional Facility, MA",36 - 45,11,29,0.3793103448275862,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bay County, FL",26 - 35,9,35,0.2571428571428571,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bay County, FL",36 - 45,15,35,0.42857142857142855,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bay County, FL",46 - 55,6,35,0.17142857142857143,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Beaver County, UT",18 - 25,7,39,0.1794871794871795,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Beaver County, UT",26 - 35,10,39,0.2564102564102564,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Beaver County, UT",36 - 45,12,39,0.3076923076923077,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Beaver County, UT",46 - 55,7,39,0.1794871794871795,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bergen County, NJ",18 - 25,10,51,0.19607843137254902,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bergen County, NJ",26 - 35,17,51,0.3333333333333333,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bergen County, NJ",36 - 45,13,51,0.2549019607843137,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bergen County, NJ",46 - 55,7,51,0.13725490196078433,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Berks County Jail, PA",18 - 25,10,59,0.1694915254237288,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Berks County Jail, PA",26 - 35,12,59,0.2033898305084746,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Berks County Jail, PA",36 - 45,21,59,0.3559322033898305,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Berks County Jail, PA",46 - 55,9,59,0.15254237288135594,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Berks County Jail, PA",56 - 65,6,59,0.1016949152542373,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Berkshire County House of Corrections, MA",26 - 35,9,24,0.375,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Berkshire County House of Corrections, MA",36 - 45,6,24,0.25,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Berkshire County House of Corrections, MA",46 - 55,6,24,0.25,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bibb County Jail, GA",18 - 25,11,50,0.22,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bibb County Jail, GA",26 - 35,17,50,0.34,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bibb County Jail, GA",36 - 45,17,50,0.34,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Blue Ridge Regional Jail Authority, VA",26 - 35,8,28,0.2857142857142857,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Blue Ridge Regional Jail Authority, VA",36 - 45,8,28,0.2857142857142857,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bonneville County, ID",36 - 45,7,20,0.35,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bonneville County, ID",46 - 55,9,20,0.45,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Boone County, IN",18 - 25,9,31,0.2903225806451613,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Boone County, IN",26 - 35,7,31,0.22580645161290322,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Boone County, IN",36 - 45,8,31,0.25806451612903225,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Botetourt Craig Public Safety Facility, VA",26 - 35,8,16,0.5,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bristol County House of Correction, MA",18 - 25,9,56,0.16071428571428573,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bristol County House of Correction, MA",26 - 35,14,56,0.25,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bristol County House of Correction, MA",36 - 45,21,56,0.375,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bristol County House of Correction, MA",46 - 55,9,56,0.16071428571428573,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Broome County Public Safety Facility, NY",36 - 45,12,20,0.6,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Brown County Jail, WI",18 - 25,10,71,0.14084507042253522,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Brown County Jail, WI",26 - 35,17,71,0.23943661971830985,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Brown County Jail, WI",36 - 45,24,71,0.3380281690140845,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Brown County Jail, WI",46 - 55,11,71,0.15492957746478872,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Brown County Jail, WI",56 - 65,8,71,0.11267605633802817,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bucks County Correctional Facility, PA",26 - 35,9,22,0.4090909090909091,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Bucks County Correctional Facility, PA",36 - 45,10,22,0.45454545454545453,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Burlington County Department of Corrections, NJ",26 - 35,15,47,0.3191489361702128,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Burlington County Department of Corrections, NJ",36 - 45,18,47,0.3829787234042553,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Burlington County Department of Corrections, NJ",46 - 55,7,47,0.14893617021276595,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Butler County Corrections, KS",26 - 35,7,14,0.5,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Butte County, CA",26 - 35,20,56,0.35714285714285715,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Butte County, CA",36 - 45,20,56,0.35714285714285715,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Butte County, CA",46 - 55,12,56,0.21428571428571427,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cambria County Prison, PA",36 - 45,19,41,0.4634146341463415,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cambria County Prison, PA",46 - 55,9,41,0.21951219512195122,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Camden County Department of Corrections, NJ",26 - 35,13,24,0.5416666666666666,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cape Girardeau County Jail, MO",18 - 25,13,70,0.18571428571428572,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cape Girardeau County Jail, MO",26 - 35,17,70,0.24285714285714285,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cape Girardeau County Jail, MO",36 - 45,25,70,0.35714285714285715,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cape Girardeau County Jail, MO",46 - 55,11,70,0.15714285714285714,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Catoosa County Jail, GA",36 - 45,8,21,0.38095238095238093,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Chautauqua County, NY",18 - 25,8,38,0.21052631578947367,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Chautauqua County, NY",26 - 35,11,38,0.2894736842105263,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Chautauqua County, NY",36 - 45,12,38,0.3157894736842105,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Chaves County Adult Detention Center, NM",26 - 35,13,33,0.3939393939393939,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Chaves County Adult Detention Center, NM",36 - 45,11,33,0.3333333333333333,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Chesapeake Correctional Center, VA",26 - 35,18,75,0.24,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Chesapeake Correctional Center, VA",36 - 45,30,75,0.4,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Chesapeake Correctional Center, VA",46 - 55,14,75,0.18666666666666668,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Chesapeake Correctional Center, VA",56 - 65,7,75,0.09333333333333334,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Chester County Prison, PA",26 - 35,10,32,0.3125,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Chester County Prison, PA",36 - 45,8,32,0.25,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Chester County Prison, PA",46 - 55,8,32,0.25,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Citrus County Detention Facility, FL",26 - 35,9,29,0.3103448275862069,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Citrus County Detention Facility, FL",36 - 45,11,29,0.3793103448275862,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Citrus County Detention Facility, FL",46 - 55,6,29,0.20689655172413793,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Clarendon County, SC",36 - 45,9,20,0.45,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Clay County Detention Center, KY",36 - 45,7,13,0.5384615384615384,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cobb County, GA",18 - 25,8,59,0.13559322033898305,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cobb County, GA",26 - 35,22,59,0.3728813559322034,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cobb County, GA",36 - 45,20,59,0.3389830508474576,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cobb County, GA",46 - 55,7,59,0.11864406779661017,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Collin County, TX ",18 - 25,8,68,0.11764705882352941,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Collin County, TX ",26 - 35,28,68,0.4117647058823529,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Collin County, TX ",36 - 45,21,68,0.3088235294117647,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Collin County, TX ",46 - 55,8,68,0.11764705882352941,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Columbia County Detention Center, GA",26 - 35,11,31,0.3548387096774194,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Columbia County Detention Center, GA",36 - 45,8,31,0.25806451612903225,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Columbia County Detention Center, GA",46 - 55,7,31,0.22580645161290322,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Columbia County, PA",26 - 35,8,22,0.36363636363636365,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Columbia County, PA",36 - 45,10,22,0.45454545454545453,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Columbiana County Jail, OH",36 - 45,12,18,0.6666666666666666,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cook County, IL",18 - 25,89,561,0.1586452762923351,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cook County, IL",26 - 35,189,561,0.33689839572192515,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cook County, IL",36 - 45,148,561,0.2638146167557932,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cook County, IL",46 - 55,74,561,0.1319073083778966,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cook County, IL",56 - 65,29,561,0.05169340463458111,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cook County, IL",66+,7,561,0.012477718360071301,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,Corrections Center of NW Ohio,18 - 25,7,45,0.15555555555555556,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,Corrections Center of NW Ohio,26 - 35,16,45,0.35555555555555557,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,Corrections Center of NW Ohio,36 - 45,16,45,0.35555555555555557,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,Corrections Center of NW Ohio,46 - 55,6,45,0.13333333333333333,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Craven County Jail, NC",26 - 35,11,34,0.3235294117647059,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Craven County Jail, NC",36 - 45,11,34,0.3235294117647059,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Craven County Jail, NC",46 - 55,6,34,0.17647058823529413,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cumberland County Jail, ME",26 - 35,7,16,0.4375,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cumberland County Jail, NJ",26 - 35,8,24,0.3333333333333333,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cumberland County Jail, NJ",36 - 45,10,24,0.4166666666666667,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cumberland County Prison, PA",26 - 35,9,25,0.36,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cumberland County Prison, PA",36 - 45,10,25,0.4,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cumberland County, NC",18 - 25,18,83,0.21686746987951808,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cumberland County, NC",26 - 35,19,83,0.2289156626506024,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cumberland County, NC",36 - 45,31,83,0.37349397590361444,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cumberland County, NC",46 - 55,12,83,0.14457831325301204,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Curry County Detention Center, NM",26 - 35,6,27,0.2222222222222222,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Curry County Detention Center, NM",36 - 45,9,27,0.3333333333333333,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cuyahoga County Justice Center, OH",18 - 25,52,235,0.22127659574468084,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cuyahoga County Justice Center, OH",26 - 35,70,235,0.2978723404255319,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cuyahoga County Justice Center, OH",36 - 45,73,235,0.31063829787234043,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cuyahoga County Justice Center, OH",46 - 55,27,235,0.1148936170212766,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Cuyahoga County Justice Center, OH",56 - 65,10,235,0.0425531914893617,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,DC DOC: Central Detention Facility,18 - 25,16,82,0.1951219512195122,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,DC DOC: Central Detention Facility,26 - 35,39,82,0.47560975609756095,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,DC DOC: Central Detention Facility,36 - 45,19,82,0.23170731707317074,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Dauphin County Jail, PA",18 - 25,21,118,0.17796610169491525,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Dauphin County Jail, PA",26 - 35,39,118,0.3305084745762712,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Dauphin County Jail, PA",36 - 45,36,118,0.3050847457627119,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Dauphin County Jail, PA",46 - 55,17,118,0.1440677966101695,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Davidson County Detention Center, TN",18 - 25,17,118,0.1440677966101695,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Davidson County Detention Center, TN",26 - 35,46,118,0.3898305084745763,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Davidson County Detention Center, TN",36 - 45,32,118,0.2711864406779661,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Davidson County Detention Center, TN",46 - 55,13,118,0.11016949152542373,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Davidson County Detention Center, TN",56 - 65,10,118,0.0847457627118644,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Dekalb County Jail, GA",26 - 35,12,37,0.32432432432432434,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Dekalb County Jail, GA",36 - 45,14,37,0.3783783783783784,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Delaware County Correctional Facility, NY",36 - 45,9,18,0.5,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Delaware County, PA",18 - 25,6,37,0.16216216216216217,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Delaware County, PA",26 - 35,13,37,0.35135135135135137,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Delaware County, PA",36 - 45,6,37,0.16216216216216217,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Delaware County, PA",46 - 55,8,37,0.21621621621621623,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Denver County Jail, CO",18 - 25,23,149,0.15436241610738255,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Denver County Jail, CO",26 - 35,38,149,0.2550335570469799,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Denver County Jail, CO",36 - 45,60,149,0.40268456375838924,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
0_ALL_STATES,all-surveys,"Denver County Jail, CO",46 - 55,21,149,0.14093959731543623,facility_name__age,,,,,,,,,,,,,,,,,,,,,,,,,,
