state,answer_set,facility_name,age,count,n_respondents,pct_of_respondents,question_ids,biden_presidency_opinion,climate_change_effects,education,eligible_to_vote,facility_type,following_trump_stormy_daniels_trial,gender,independent_preference_for_dem_rep,kamala_opinion,kamala_record_familiarity,kamala_record_on_crime,labor_unions_opinion,likely_to_vote_in_november_election,party,people_with_convictions_should_vote,race,sentence_length,sentence_so_far_served,skills_for_politics,thought_to_november_election,trump_dictator_first_day_opinion,trump_punishment,us_ready_elect_woman_president,vote_impact_government_level,who_vote_for,who_vote_for_supplement
MS,all-surveys,"Madison County Detention Center, MS",,18,18,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
MT,all-surveys,"Cascade County, MT",,14,14,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
MT,all-surveys,"Dawson County, MT",,8,8,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
MT,all-surveys,"Missoula County, MT",,23,23,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NC,all-surveys,"Brunswick County Jail, NC",,12,12,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NC,all-surveys,"Cleveland County Jail, NC",,9,9,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NC,all-surveys,"Craven County Jail, NC",,35,35,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NC,all-surveys,"Cumberland County, NC",,86,86,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NC,all-surveys,Durham County NC - Detention Facility,,25,25,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NC,all-surveys,"Mecklenburg County Sheriffs Office,  NC",,91,91,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NC,all-surveys,"New Hanover County Detention Center, NC",,25,25,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NC,all-surveys,"Onslow County Jail, NC",,35,35,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NC,all-surveys,"Stanly County Jail, NC",,15,15,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NC,both-surveys,"Cumberland County, NC",,24,24,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NC,both-surveys,Durham County NC - Detention Facility,,9,9,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NC,both-surveys,"Mecklenburg County Sheriffs Office,  NC",,22,22,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NE,all-surveys,"Lancaster County, NE",,76,77,0.987012987012987,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NE,all-surveys,"Sarpy County Jail, NE",,14,14,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NE,all-surveys,"Scotts Bluff County Detention Center, NE",,29,31,0.9354838709677419,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NE,both-surveys,"Lancaster County, NE",,9,10,0.9,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NE,both-surveys,"Scotts Bluff County Detention Center, NE",,8,9,0.8888888888888888,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NH,all-surveys,"Cheshire County Department of Corrections, NH",,6,6,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NH,all-surveys,"Hillsborough County House of Corrections, NH",,24,24,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NH,all-surveys,"Strafford County, NH",,8,8,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NH,both-surveys,"Hillsborough County House of Corrections, NH",,7,7,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NJ,all-surveys,"Atlantic County Justice Facility, NJ",,13,13,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NJ,all-surveys,"Bergen County, NJ",,50,51,0.9803921568627451,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NJ,all-surveys,"Burlington County Department of Corrections, NJ",,47,47,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NJ,all-surveys,"Camden County Department of Corrections, NJ",,24,24,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NJ,all-surveys,"Cumberland County Jail, NJ",,24,24,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NJ,all-surveys,"Essex County Correctional Facility, NJ",,68,68,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NJ,all-surveys,"Hudson County Corrections Center, NJ",,32,32,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NJ,all-surveys,"Mercer County Correction Center, NJ",,16,16,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NJ,all-surveys,Middlesex County NJ: Adult Correctional,,16,16,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NJ,all-surveys,"Ocean County, NJ",,23,23,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NJ,all-surveys,"Salem County Correctional Facility, NJ",,6,6,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NJ,both-surveys,"Bergen County, NJ",,13,14,0.9285714285714286,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NM,all-surveys,"Chaves County Adult Detention Center, NM",,34,34,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NM,all-surveys,"Curry County Detention Center, NM",,29,30,0.9666666666666667,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NM,all-surveys,"Eddy County Detention Center, NM",,29,30,0.9666666666666667,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NM,all-surveys,"Lea County Sheriff's Office, NM",,35,35,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NM,all-surveys,"Luna County Detention Center, NM",,34,37,0.918918918918919,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NM,all-surveys,"Sandoval County Detention Center, NM",,15,15,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NM,all-surveys,"Santa Fe County Adult Correctional Facility, NM",,37,37,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NM,all-surveys,"Valencia County Detention Center, NM",,6,6,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NM,both-surveys,"Eddy County Detention Center, NM",,11,11,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NM,both-surveys,"Lea County Sheriff's Office, NM",,9,9,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NM,both-surveys,"Luna County Detention Center, NM",,8,11,0.7272727272727273,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NV,all-surveys,"Churchill County Detention Center, NV",,7,7,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NV,all-surveys,"Elko County, NV",,10,11,0.9090909090909091,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NV,all-surveys,"North Las Vegas Community Correctional Center, NV",,6,6,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Albany County Correctional Facility, NY",,85,88,0.9659090909090909,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Allegany County, NY",,6,6,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Broome County Public Safety Facility, NY",,20,20,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Cayuga County, NY",,12,12,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Chautauqua County, NY",,38,39,0.9743589743589743,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Chemung County Jail, NY",,14,14,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Columbia County Jail, NY",,7,7,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Delaware County Correctional Facility, NY",,19,19,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Erie County, NY",,57,57,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Herkimer County Correctional Facility, NY",,8,8,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Jefferson County, NY",,8,8,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Livingston County Jail, NY",,8,8,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Monroe County Sheriff's Department, NY",,84,87,0.9655172413793104,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"New York City Department of Correction, NY (NYC DOC)",,71,71,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Niagara County Correctional Facility, NY",,49,49,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Oneida County Correctional Facility, NY",,22,22,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Onondaga County, NY",,22,22,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Onondaga County-Justice Center, NY",,39,39,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Ontario County Jail, NY",,9,9,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Orleans County, NY ",,6,6,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Pasco County Corrections, FL",,148,149,0.9932885906040269,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Rensselaer County Correctional Facility, NY",,12,13,0.9230769230769231,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Rockland County Jail, NY",,7,7,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Saratoga County Correctional Facility, NY",,13,13,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Suffolk County, NY ",,71,73,0.9726027397260274,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Sullivan County Jail, NY",,7,8,0.875,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,all-surveys,"Ulster County Jail, NY",,20,20,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,both-surveys,"Albany County Correctional Facility, NY",,27,30,0.9,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,both-surveys,"Chautauqua County, NY",,12,13,0.9230769230769231,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,both-surveys,"Chemung County Jail, NY",,6,6,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,both-surveys,"Erie County, NY",,13,13,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,both-surveys,"Monroe County Sheriff's Department, NY",,17,18,0.9444444444444444,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,both-surveys,"Niagara County Correctional Facility, NY",,16,16,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,both-surveys,"Onondaga County-Justice Center, NY",,9,9,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
NY,both-surveys,"Suffolk County, NY ",,13,14,0.9285714285714286,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,all-surveys,"Ashland County, OH ",,17,17,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,all-surveys,"Columbiana County Jail, OH",,18,18,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,all-surveys,Corrections Center of NW Ohio,,43,45,0.9555555555555556,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,all-surveys,"Cuyahoga County Justice Center, OH",,234,239,0.9790794979079498,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,all-surveys,"Fairfield County, OH",,16,16,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,all-surveys,"Franklin County, OH",,7,9,0.7777777777777778,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,all-surveys,"Greene County, OH: Adult Detention",,26,26,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,all-surveys,"Lorain County, OH ",,44,46,0.9565217391304348,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,all-surveys,"Mahoning County Justice Center, OH",,82,85,0.9647058823529412,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,all-surveys,"Medina County Jail, OH",,21,21,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,all-surveys,"Muskingum County, OH",,28,29,0.9655172413793104,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,all-surveys,"Portage County, OH",,31,31,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,all-surveys,"Scioto County, OH ",,14,15,0.9333333333333333,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,all-surveys,"Summit County, OH",,48,49,0.9795918367346939,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,both-surveys,"Cuyahoga County Justice Center, OH",,37,41,0.9024390243902439,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,both-surveys,"Mahoning County Justice Center, OH",,20,23,0.8695652173913043,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OH,both-surveys,"Summit County, OH",,7,8,0.875,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OR,all-surveys,"Lincoln County, OR",,40,40,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OR,all-surveys,"Polk County, OR",,7,7,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
OR,both-surveys,"Lincoln County, OR",,10,10,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Adam County, PA - Adult Correctional Complex",,16,16,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Allegheny County Jail, PA",,54,54,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Berks County Jail, PA",,58,60,0.9666666666666667,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Bradford County, PA",,13,13,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Bucks County Correctional Facility, PA",,23,23,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Cambria County Prison, PA",,40,42,0.9523809523809523,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Centre County Correctional Facility, PA",,10,10,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Chester County Prison, PA",,33,33,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Columbia County, PA",,22,23,0.9565217391304348,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Cumberland County Prison, PA",,25,25,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Dauphin County Jail, PA",,112,119,0.9411764705882353,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Delaware County, PA",,37,37,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Fayette County, PA",,36,37,0.972972972972973,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Franklin County, PA",,34,34,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Huntingdon County Prison, PA",,7,7,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Indiana County, PA",,18,20,0.9,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Lackawana County, PA",,112,116,0.9655172413793104,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Lancaster County Prison, PA",,59,59,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Lebanon County, PA",,64,66,0.9696969696969697,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Lehigh County, PA",,76,77,0.987012987012987,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Lycoming County, PA",,13,14,0.9285714285714286,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Monroe County Correctional Facility, PA",,7,7,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Montgomery County Correctional Facility, PA",,92,93,0.989247311827957,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Northampton County Prison, PA",,20,20,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Northumberland County, PA",,11,12,0.9166666666666666,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Pike County Correctional Facility, PA",,6,6,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Venango County Prison, PA",,16,16,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Washington County, PA ",,59,62,0.9516129032258065,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"Westmoreland County, PA",,85,90,0.9444444444444444,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,all-surveys,"York County, PA",,17,18,0.9444444444444444,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,both-surveys,"Berks County Jail, PA",,22,23,0.9565217391304348,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,both-surveys,"Cambria County Prison, PA",,8,10,0.8,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,both-surveys,"Columbia County, PA",,6,7,0.8571428571428571,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,both-surveys,"Dauphin County Jail, PA",,34,41,0.8292682926829268,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,both-surveys,"Delaware County, PA",,12,12,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,both-surveys,"Fayette County, PA",,6,6,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,both-surveys,"Franklin County, PA",,7,7,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,both-surveys,"Lackawana County, PA",,35,38,0.9210526315789473,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,both-surveys,"Lebanon County, PA",,12,14,0.8571428571428571,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,both-surveys,"Lehigh County, PA",,17,18,0.9444444444444444,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,both-surveys,"Montgomery County Correctional Facility, PA",,19,20,0.95,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,both-surveys,"Washington County, PA ",,18,21,0.8571428571428571,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
PA,both-surveys,"Westmoreland County, PA",,25,29,0.8620689655172413,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
RI,all-surveys,"Donald Wyatt Federal Detention Facility, RI",,7,8,0.875,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
SC,all-surveys,"Aiken County, SC",,19,19,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
SC,all-surveys,"Chester County, SC",,12,12,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
SC,all-surveys,"Clarendon County, SC",,21,21,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
SC,all-surveys,"Dillon County Detention Center, SC",,7,7,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
SC,all-surveys,"Pickens County Detention Facility, SC",,30,30,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
SC,all-surveys,"Richland County Glenn Detention Center, SC",,58,58,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
SC,all-surveys,"Sumter County Detention Center, SC",,13,13,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
SC,all-surveys,"West Glenn Campbell Detention Center, SC",,7,7,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
SC,both-surveys,"Clarendon County, SC",,6,6,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
SC,both-surveys,"Richland County Glenn Detention Center, SC",,13,13,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TN,all-surveys,"Davidson County Detention Center, TN",,121,121,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TN,all-surveys,"Hamilton County, TN",,47,47,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TN,all-surveys,"Johnson County Jail, TN",,8,8,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TN,all-surveys,"McMinn County Justice Center, TN",,23,23,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TN,all-surveys,"Rhea County Jail, TN",,13,13,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TN,all-surveys,"Sullivan County Jail, TN",,89,89,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TN,all-surveys,"Warren County Jail, TN",,27,27,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"Collin County, TX ",,66,69,0.9565217391304348,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"Fannin County Jail, TX",,13,13,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"Fort Bend County Correctional Facility, TX",,6,6,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"GEO Group-Kinney County, TX",,21,25,0.84,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"Guadalupe County, TX",,77,77,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,Hay's County Law Enforcement Center,,12,12,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"Hunt County, TX",,25,25,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"Jackson County, TX",,10,10,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"Johnson County, TX",,50,51,0.9803921568627451,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"MTC: Giles Dalby, TX",,128,133,0.9624060150375939,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"McLennan County, TX",,80,81,0.9876543209876543,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"Palo Pinto County, TX",,8,8,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"Potter County Detention, TX",,77,78,0.9871794871794872,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"San Patricio County Jail, TX",,9,9,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"Travis County Jail, TX",,206,210,0.9809523809523809,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"Uvalde County, TX",,12,12,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,all-surveys,"Wichita County, TX ",,35,35,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,both-surveys,"Collin County, TX ",,14,17,0.8235294117647058,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,both-surveys,"Guadalupe County, TX",,17,17,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,both-surveys,"Hunt County, TX",,8,8,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,both-surveys,"Johnson County, TX",,8,9,0.8888888888888888,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,both-surveys,"MTC: Giles Dalby, TX",,17,20,0.85,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,both-surveys,"McLennan County, TX",,24,25,0.96,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,both-surveys,"Potter County Detention, TX",,21,22,0.9545454545454546,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,both-surveys,"Travis County Jail, TX",,44,48,0.9166666666666666,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
TX,both-surveys,"Wichita County, TX ",,6,6,1,facility_name__facility_type,,,,,Jail,,,,,,,,,,,,,,,,,,,,,
